Código,Descripción,Clase,Familia,Segmento
41104303,Jarros o accesorios,,,
41104304,Sistemas digestivos,,,
41104305,Condensadores,,,
41104306,Equipos para,,,
41104403,Incubadoras para,,,
41104405,Incubadoras de,,,
41104406,Incubadoras planas Es un dispositivo que sirve para mantener y hacer,,,
41104423,Incubadoras,,,
41104424,Accesorios para,,,
41104503,Hornos de,,,
41104504,Hornos de limpieza,,,
41104506,Hornos de seguridad,,,
41104507,Hornos microondas,,,
41104508,Secadoras de,,,
41104509,Hornos al vacío,,,
41104510,Hornos o gabinetes,,,
41104601,Hornos de caja para,,,
41104602,Hornos de caja,,,
41104603,Hornos de tubo,,,
41104604,Hornos de tubo,,,
41104605,Hornos de crisol,,,
41104606,Hornos de crisol,,,
41104607,Consola de control,,,
41104609,Hornos de seguridad,,,
41104610,Crisoles para hornos,,,
41104703,Secadores de,,,
41104801,Unidades de,,,
41104802,Unidades de bi,,,
41104803,Evaporadores para,,,
41104804,Evaporadores de,,,
41104805,Evaporadores de,,,
41104806,Equipo de extracción,,,
41104807,"Extractores de grasa Aparato que sirve para extraer grasa. Extractores de grasas,Extractor de grasa",,,
41104808,Extractores de fibra,,,
41104809,Unidad de análisis,,,
41104810,Aparatos de,,,
41104811,Fraccionadores de,,,
41104813,Componentes de,,,
41104817,Casquillos de,,,
41104901,Filtros de línea para,,,
41104902,Equipos de filtración,,,
41104903,Equipos de ultra,,,
41104904,Filtros de células,,,
41104905,Equipos de filtración,,,
41104906,Equipos de filtración,,,
41104907,Equipos de filtración,,,
41104912,Filtro de prensas de,,,
41104913,Filtros de bio,,,
41104914,Tazas o botellas de,,,
41104915,Filtros de cápsulas,,,
41104916,Filtros centrífugos,,,
41104917,Filtros ambientales,,,
41104918,Filtros de vidrio para,,,
41104919,Filtros hepa para,,,
41104920,Filtros de hibridación,,,
41104921,Filtros de membrana,,,
41104922,Filtros de jeringa,,,
41104923,Filtros de plato,,,
41104924,Filtros de,,,
41104926,Filtro de cama de,,,
41104927,Pantallas de soporte,,,
41104928,Receptor de botellas,,,
41104929,Papeles filtrantes,,,
41105001,Separadores para,,,
41105002,Equipo de tamizaje,,,
41105003,Cernidores de prueba,,,
41105101,Bombas de vacío,,,
41105102,Bombas peristálticas,,,
41105103,Bombas centrífugas,,,
41105104,Bombas de jeringa,,,
41105105,Bombas de medición,,,
41105106,Bombas de,,,
41105107,Bombas de tambor,,,
41105109,Bombas de aleta,,,
41105301,Cajas de gel,,,
41105302,Secadores de gel Aparato que calienta los geles desde abajo y el vacío elimina,,,
41105304,Transiluminadores,,,
41105307,Instrumental para,,,
41105308,Capilares o cartuchos,,,
41105309,Kits o reactivos para,,,
41105310,Accesorios para,,,
41105311,Aparatos para,,,
41105316,Entrecruzadores,,,
41105318,Geles de agarosa,,,
41105321,Tintura para geles,,,
41105322,Tintura para geles,,,
41105329,Agentes,,,
41105336,Marcadores de foco,,,
41105503,Sistemas de electro,,,
41105508,Co-precipitantes de,,,
41105509,Kits de cuantificación,,,
41105601,Kits o enzimas para,,,
41105802,Ribonucleotidos,,,
41105901,Tejidos animales o,,,
41105904,Muestrarios,,,
41105905,Kits de construcción,,,
41105908,Kits de empaques,,,
41106006,Radio nucleótidos o,,,
41106101,Kits citogenéticos Conjunto de instrumentos que se utiliza para el estudio de la,,,
41106104,Pruebas de,,,
41106201,Antimicóticos,,,
41106202,Celdas competentes,,,
41106207,Medio discoide,,,
41106208,Cubetas de,,,
41106213,Medio seco,,,
41106216,Medios ricos para,,,
41106217,Platos especiales,,,
41106220,Medio sintético para,,,
41106221,Células competentes,,,
41106305,Nucleótidos,,,
41106311,Ácidos ribonucleicos,,,
41106401,Adaptadores o,,,
41106402,"Bases misceláneas Secuencia de ácido nucleico. Iniciadores diversos,Iniciador diverso Iniciadores, enlaces y",,,
41106403,Bases de,,,
41106501,Kits de expresión,,,
41106503,Inductores o,,,
41106504,Células de insectos,,,
41106505,Kits de expresión de,,,
41106506,Medio para insectos Hábitat o ambiente que rodea a los insectos o cosa e influyen,,,
41106508,Kits de expresión,,,
41106509,Células mamíferas,,,
41106513,Reportero de ensayo,,,
41106514,Líneas celulares,,,
41106515,Kits de expresión de,,,
41106601,Vectores enfocados,,,
41106603,"Vectores de casete Equipos de laboratorios utilizado para vectores de cartucho. Vectores de cartucho,Vector de cartucho Vectores Equipo de laboratorio",,,
41106608,Vectores de fusión,,,
41106609,Vectores enfocados,,,
41106610,Vectores de,,,
41106611,Vectores o kits de,,,
41106612,Vectores de,,,
41106619,Vectores de,,,
41111501,Balanzas de carga,,,
41111502,Balanzas de,,,
41111503,Balanzas mecánicas,,,
41111504,Balanzas de resorte,,,
41111505,Pesas de calibración,,,
41111506,Básculas para pesar,,,
41111507,"Básculas de mesa Aparato para medir pesos, generalmente grandes, que se",,,
41111508,Básculas para medir,,,
41111509,Básculas de piso o,,,
41111510,Básculas postales,,,
41111511,Básculas de camión,,,
41111512,Balanzas de triple haz,,,
41111513,Balanzas de,,,
41111517,Balanzas analíticas,,,
41111601,Micrómetros,,,
41111602,Podómetros,,,
41111603,Telémetros o,,,
41111604,"Reglas Instrumento de medición Reglas,Regla",,,
41111605,Medidoras de tensión,,,
41111606,Telurómetros El telurómetro fue el primer equipo de microondas,,,
41111607,Medidores o,,,
41111613,Metros de distancia,,,
41111614,Medidores de altura,,,
41111615,Sistemas láser de,,,
41111616,Ruedas medidoras,,,
41111617,Medidor de,,,
41111618,Set de bloques de,,,
41111619,Calibrador go nogo,,,
41111620,Cuña de etalón Cuñas de antepie fabricadas en caucho goma dura. Cuña de talón,,,
41111621,Calibradores,,,
41111622,Calibradores,,,
41111623,Dispositivos de,,,
41111701,Microscopios iónicos,,,
41111702,Microscopios,,,
41111704,Iluminadores para,,,
41111705,Objetivos para,,,
41111707,Proyectores de perfil,,,
41111711,Microscopios de,,,
41111712,Microscopios,,,
41111713,Magnificadores Aparato para magnificar Aumentadores,,,
41111714,Lupas,,,
41111715,Telescopios,,,
41111717,Binoculares,,,
41111718,Microscopios,,,
41111719,Microscopios de,,,
41111722,Microscopios,,,
41111724,Microscopios de,,,
41111725,Microscopios de,,,
41111726,Microscopios,,,
41111727,Microscopios de,,,
41111728,Microscopios de,,,
41111729,Microscopios,,,
41111730,Condensadores de,,,
41111731,Colectores de,,,
41111733,Tubos de,,,
41111734,Microscopios de,,,
41111735,Microscopios de,,,
41111736,Cubiertas para,,,
41111737,Videoscopios Un videoscopio es un endoscopio (casi siempre flexible) con,,,
41111738,Fibroscopios,,,
41111801,Equipo de examen,,,
41111804,Equipo de examen,,,
41111805,Equipo de examen,,,
41111806,Equipo de examen,,,
41111807,Equipo de examen,,,
41111809,Equipo de prueba de,,,
41111901,Contadores,,,
41111902,Contadores,,,
41111903,Detectores de,,,
41111904,Columnas,,,
41111905,Sondas de medición,,,
41111906,Grabadoras de tablas,,,
41111907,Grabadoras de,,,
41111908,Grabadoras gráficas,,,
41111909,Grabadoras de,,,
41111910,Grabadoras,,,
41111911,Grabadoras oscilo,,,
41111912,Grabadoras,,,
41111913,Grabadoras de,,,
41111914,Servo grabadoras,,,
41111915,Sensores bi metálicos,,,
41111916,Sensores de no,,,
41111917,Probadores digitales,,,
41111918,Instruments,,,
41111921,Sensores de,,,
41111922,Sensores de fallas de,,,
41111923,Sensor de pistones,,,
41111924,Sensores de oxígeno,,,
41111926,Sensores de,,,
41111927,"Sensores de presión Un sensor de presión mide la presión, típicamente de gases o",,,
41111928,Sensores de corriente,,,
41111929,Detectores de,,,
41111930,Sensores de,,,
41111931,Sensores de flujo Un sensor de flujo es un dispositivo para detectar la tasa de,,,
41111932,Detectores de,,,
41111933,Sensores de carga,,,
41111934,Sensores de fuerza o,,,
41111935,Sensores de,,,
41111937,Sensores giratorios,,,
41111938,Sensores o,,,
41111939,"Sensores acústicos Miden emisiones acústicas inaudibles de alta frecuencia, que",,,
41111940,Sensores de color Un sensor de onda acústica es un dispositivo electrónico que,,,
41111941,"Sensores olfativos Es el sistema sensorial utilizado para detectar los olores. Sensores olfativos,Detectores olfaticos",,,
41111944,Sensores de,,,
41111945,Sensores de posición,,,
41111946,Sensores de,,,
41111947,Esferos de registro,,,
41112101,Cristales,,,
41112103,Sensores de fibra,,,
41112104,Transductores de,,,
41112105,Transmisores de,,,
41112106,Transmisores de,,,
41112107,Transductores,,,
41112108,Celdas de carga Una celda de carga es un transductor que es utilizado para,,,
41112201,Calorímetros,,,
41112202,Equipos de rastreo,,,
41112203,Grabadoras de,,,
41112204,Pirómetros,,,
41112205,Reguladores de,,,
41112206,Termo cúpulas,,,
41112207,Termógrafos,,,
41112209,Termostatos,,,
41112210,Termómetros de,,,
41112211,Termómetros de,,,
41112212,Termómetros de,,,
41112213,Termómetros de,,,
41112216,Termopozos,,,
41112217,Termo cabezas,,,
41112218,Termistores,,,
41112219,Sondas termopares,,,
41112301,Higrómetros Un higrómetro o hidrógrafo es un instrumento que se utiliza,,,
41112302,Sicrómetros,,,
41112304,Medidores de rocío Los medidores de humedad se utilizan para medir el,,,
41112401,Indicadores de,,,
41112402,Manostatos,,,
41112403,Indicadores de,,,
41112404,Reguladores de,,,
41112405,Grabadoras de,,,
41112406,Indicadores de vacío,,,
41112408,Intensificadores de,,,
41112409,Escáneres de presión,,,
41112410,Transmisores de,,,
41112411,Controladores de,,,
41112501,Flujómetros,,,
41112502,Reómetros,,,
41112503,Rotámetros El rotámetro es un indicador de flujo industrial usado para la,,,
41112504,Medidor de agua,,,
41112505,Repuestos para,,,
41112506,Venturis,,,
41112508,Indicadores de gas,,,
41112510,Indicadores visuales,,,
41112511,Ventanas para,,,
41112512,Computadores o,,,
41112513,Plato de orificio,,,
41112514,Indicadores de aceite,,,
41112516,"Transmisores de flujo Miden las presiones de los caudal másico o volumétrico Transmisores de cauda l,Emisores de señal",,,
41112601,Kits de prueba de,,,
41112602,Kits de prueba de,,,
41112701,Analizadores de,,,
41112702,Contadores de,,,
41112704,Analizadores de,,,
41112801,Velocímetros,,,
41112802,Tacómetros,,,
41112803,Discos para,,,
41112902,Instrumentos de,,,
41112903,Sextantes,,,
41112904,Dispositivos de,,,
41113001,Controladores de,,,
41113003,Analizadores de,,,
41113004,Analizadores de,,,
41113005,Analizadores de,,,
41113006,Analizadores de,,,
41113007,Analizadores de,,,
41113008,Analizadores de,,,
41113023,Equipo de partición,,,
41113024,Hidrómetros,,,
41113025,Monocromadores,,,
41113026,Nefelómetros,,,
41113027,Osmómetros,,,
41113029,Polarógrafos,,,
41113030,Escáner,,,
41113031,Sacarímetros Un sacarómetro es un aparato utilizado para medir la,,,
41113033,"Volúmetros Un volúmetro es un dispositivo usado para medir el volumen,",,,
41113034,Tiras o papeles para,,,
41113035,Tiras o papeles para,,,
41113036,Micro placas,,,
41113037,Lectores de micro,,,
41113102,Analizadores de,,,
41113104,Explosímetros,,,
41113107,Analizadores de gas,,,
41113108,Analizadores de,,,
41113109,Equipo orsat,,,
41113110,Analizadores de gas,,,
41113111,Analizadores de,,,
41113115,Detectores de radón,,,
41113116,Tubos detectores de,,,
41113117,Monitores simples,,,
41113118,Monitores múltiples,,,
41113301,Analizadores ácidos,,,
41113302,Albuminómetros,,,
41113304,Analizadores de,,,
41113305,Analizadores de,,,
41113306,Analizadores de,,,
41113308,Analizadores de,,,
41113309,Analizadores de,,,
41113310,Analizadores de,,,
41113311,Lámpara detectora,,,
41113312,Analizadores de,,,
41113315,Analizadores de,,,
41113316,Equipo de prueba de,,,
41113318,Analizadores de,,,
41113319,"Analizadores de agua Equipos usados para detectar nutrientes, halógenos, metales",,,
41113320,Kit de prueba de,,,
41113321,Probador de pintura Persona o cosa que prueba o se usa para probar pinturas Productos para ensayos de pinturas,,,
41113323,Analizadores de,,,
41113401,Contadores alfa,,,
41113402,Contadores alfa beta,,,
41113403,Contadores beta Instrumento para la detección de partículas beta y por lo,,,
41113404,Contadores beta,,,
41113405,Contadores gama,,,
41113406,Medidores kvp Proporcionan mediciones rápidas y precisas de diagnóstico,,,
41113407,Micro analizadores,,,
41113601,Amperímetros,,,
41113602,Medidores,de fase Un dispositivo para medir la diferencia de fase de dos,,
41113603,Puentes de,,,
41113604,Medidores de,,,
41113605,Derivatógrafos de,,,
41113607,Monitores de estrés,,,
41113611,Medidores de,,,
41113613,Grabadoras de valor,,,
41113614,Medidores de campo,,,
41113615,Electrómetros,,,
41113616,Cargas electrónicas,,,
41113618,Instrumentos de,,,
41113619,Galvanómetros,,,
41113620,Cable de detección,,,
41113621,Medidores de,,,
41113624,Medidores de,,,
41113625,Cámaras de,,,
41113626,Ionómetros Módulo de medición de pH/iones para su uso autónomo,,,
41113628,Megohmetros,,,
41113630,Multímetros,,,
41113631,Ohmetros,,,
41113632,Oscilógrafos,,,
41113633,Potenciómetros,,,
41113634,Medidores q Los medidores Q son una pieza de equipo utilizado para,,,
41113636,Generadores de nivel Todo dispositivo capaz de mantener una diferencia de,,,
41113637,Medidores de voltaje,,,
41113638,Osciloscopios,,,
41113639,Acelerómetros,,,
41113640,Medidores de vatios,,,
41113641,Probadores de,,,
41113642,Probador de circuitos,,,
41113644,Trazador de circuitos,,,
41113645,Dispositivos de,,,
41113648,Voltiamperímetro,,,
41113701,Probador de tubos,,,
41113702,Comparadores,,,
41113703,Acoplamiento,,,
41113704,Probadores de,,,
41113705,Probadores de,,,
41113706,Probadores de,,,
41113708,Medidores de energía,,,
41113709,Medidores de,,,
41113710,Medidor de nivel,,,
41113711,Analizadores de red Un analizador de red es un instrumento que mide los,,,
41113712,Probadores de cintas Es un dispositivo que pone a prueba la integridad de una,,,
41113713,Probadores de,,,
41113714,Diferenciador,,,
41113716,Localizadores de,,,
41113717,Fuentes de prueba,,,
41113718,Analizadores de,,,
41113801,Compases geológicos,,,
41113808,Gravímetros,,,
41113809,Vehículo acuático,,,
41113904,Penetrómetros,,,
41113907,Porosímetros,,,
41113908,Aparatos para,,,
41113910,Kits de probadores,,,
41114001,Clinómetros,,,
41114102,Simuladores de,,,
41114103,Módulos de alarma,,,
41114104,Amplificadores,,,
41114105,Aparatos sísmicos,,,
41114106,Sismógrafos o,,,
41114107,Sismómetros,,,
41114108,Vibrómetros,,,
41114201,Cintas medidoras,,,
41114202,Varillas medidoras,,,
41114203,Tablas medidoras Las tablas siguientes se ofrecen para la medición métrica e,,,
41114204,Teodolitos,,,
41114205,Estacas de,,,
41114206,Centro de,,,
41114207,Estación total,,,
41114401,Anemómetros,,,
41114402,Barómetros,,,
41114404,Aparatos de,,,
41114405,Grabadoras de lluvia,,,
41114410,Estaciones,,,
41114501,Dinamómetros,,,
41114502,Elastómetros,,,
41114503,Extensómetros,,,
41114505,Instrumentos de,,,
41114506,Esferómetros,,,
41114507,Maquinas de prueba,,,
41114508,Probadores de,,,
41114509,Tensiómetros,,,
41114510,Limitador de torsión,,,
41114601,Probadores de,,,
41114602,Probadores de,,,
41114604,Probadores de,,,
41114605,Detectores de grietas,,,
41114606,Probadores de fuga Sistema de prueba para ensayos de relajación de estrés o,,,
41114607,Máquinas para,,,
41114608,"Probadores de fatiga Verificador de síntomas: Cansancio, Irritabilidad, Hormigueo,",,,
41114609,Aparatos probadores,,,
41114610,Aparatos probadores,,,
41114611,Probadores de,,,
41114612,Probadores de,,,
41114613,"Marco de carga El sistema de carga, tiene la funcion de recargar la bateria, asi",,,
41114614,Instrumentos para,,,
41114616,Indicadores de,,,
41114617,Probadores de,,,
41114619,Probadores de,,,
41114620,Aparatos para,,,
41114621,Probadores de,,,
41114622,Probadores de,,,
41114624,Probadores de,,,
41114625,Probadores de,,,
41114626,Aparatos para,,,
41114701,Instrumentos de,,,
41114702,Probadores de,,,
41114703,Instrumentos para,,,
41114704,Instrumentos para,,,
41114705,Instrumentos para,,,
41114706,Instrumentos para,,,
41114801,Instrumentos para,,,
41114802,Instrumentos para,,,
41114803,Instrumentos para,,,
41115101,Instrumentos para,,,
41115301,Medidores de,,,
41115302,Cámaras anecóicas,,,
41115303,Analizadores de,,,
41115305,Medidores de,,,
41115306,Interferómetros,,,
41115307,Láseres,,,
41115308,Medidores de luz,,,
41115309,Luxómetros,,,
41115310,Set de calibración,,,
41115311,"Fotómetros En un amplio sentido, un fotómetro es cualquier instrumento",,,
41115314,Polarímetros,,,
41115315,Polariscopios,,,
41115316,Reflectómetros Un instrumento para la medición de la reflectancia de una,,,
41115317,Estroboscopios,,,
41115318,Colorímetros Un colorímetro es cualquier herramienta que identifica el,,,
41115319,Lectores de tubo o,,,
41115320,Generadores de,,,
41115321,Imágenes infrarrojas Equipo usado en la captura de imágenes infrarrojas invisibles,,,
41115322,Analizadores de,,,
41115401,Espectrofluorímetros,,,
41115402,Espectrógrafos,,,
41115403,Espectrómetros,,,
41115404,Espectrómetros de,,,
41115405,Espectrómetros de,,,
41115406,Espectrofotómetros,,,
41115407,Espectrómetros de,,,
41115408,Espectrómetros,,,
41115501,Sonares,,,
41115502,Sonómetros,,,
41115504,Analizadores de,,,
41115505,Cuartos para,,,
41115602,Equipo de análisis,,,
41115603,Medidores de ph,,,
41115604,Electrodos de ph,,,
41115605,Tiras para ensayos,,,
41115607,Tiras de prueba de,,,
41115608,Electrodos selectivos,,,
41115609,Medidores de,,,
41115610,Celdas de,,,
41115611,Medidores de,,,
41115612,Sondas de oxigeno,,,
41115613,Medidor de salinidad,,,
41115614,Transmisores de ph El transmisor de pH convierte la señal de tensión de los,,,
41115701,Detectores,,,
41115702,Escáneres,,,
41115703,Gases,,,
41115704,Iones,,,
41115705,Cromatógrafos,,,
41115706,Cromatógrafos de,,,
41115710,Columnas para,,,
41115714,Auto muestreadores,,,
41115715,Inyectores,,,
41115716,Accesorios para,,,
41115717,Accesorios para,,,
41115718,Inyector de paredes,,,
41115719,Revestimientos para,,,
41115720,Tubos para,,,
41115801,Analizadores de,,,
41115803,Analizadores de,,,
41115805,Analizadores de gas,,,
41115807,Analizadores,,,
41115809,Analizadores de,,,
41115813,Analizadores de,,,
41115815,Analizadores de,,,
41115817,Analizadores de,,,
41115819,Analizadores de,,,
41115821,Analizadores de,,,
41115823,Analizadores de,,,
41115825,Analizadores radio,,,
41115827,Analizadores de orina Analizador de partículas de orina. Analizadores de ionograma,,,
41115830,Analizadores de,,,
41116105,Reactivos o,,,
41116136,Kits o suministros,,,
41116138,Tiras para análisis de,,,
41116205,Kits de pruebas,,,
41116301,Probadores de,,,
41116401,Martillos de impacto,,,
41116501,Diales o kits de,,,
41121502,Diluidores de,,,
41121507,Pipeta de un solo,,,
41121508,Pipeta multicanales,,,
41121509,Pipetas pasteur o de,,,
41121510,Pipetas volumétricas,,,
41121511,"Pipetas serológicas Se utilizan para tomar muestras de suero para análisis. Pipetas serológicas,",,,
41121513,"Pipetas de caída Utensilio de laboratorio, que sirve para hacer mezclas y",,,
41121514,Bombas de pipetas,,,
41121515,Bombillos de pipetas,,,
41121516,Dispensadores de,,,
41121517,Insertos o accesorios,,,
41121601,Filtro de boquilla de,,,
41121602,Puntas de pipeta de,,,
41121603,Puntas de pipeta de,,,
41121604,Puntas de pipeta de,,,
41121605,Puntas de pipeta,,,
41121606,Puntas de pipeta de,,,
41121607,Puntas de pipeta,,,
41121608,Puntas de pipeta,,,
41121609,Puntas de pipeta de,,,
41121702,Tubos micro,,,
41121703,Tubos centrífugos,,,
41121704,Tubos criogénicos,,,
41121706,Tubos de cultivo,,,
41121707,Tubos de pruebas de,,,
41121708,Tubos de pruebas de,,,
41121709,Tubos capilares o,,,
41121710,Cierres o tapas para,,,
41121802,Varillas para revolver,,,
41121804,Redomas para,,,
41121805,Cilindros graduados,,,
41121806,Frascos para,,,
41121807,Ampollas para,,,
41121808,Buretas para,,,
41121809,Embudos para,,,
41121812,Platos para,,,
41121813,Cubetas,,,
41122001,Jeringas de,,,
41122002,Agujas para jeringas,,,
41122004,Jeringas para,,,
41122101,Platos o placas petri,,,
41122102,Platos multi pocillo,,,
41122103,Espátulas de células,,,
41122104,Frascos de cultivo de,,,
41122105,Botellas de cultivo,,,
41122106,Dispositivos de,,,
41122109,Almohadilla de petri,,,
41122110,Dispensador de,,,
41122201,Crisoles de vidrio,,,
41122202,Crisoles cerámicos,,,
41122203,Crisoles de metal,,,
41122403,Espátulas para,,,
41122404,Tenazas para,,,
41122405,Fórceps para,,,
41122406,Cuchillos para,,,
41122407,Escalpelos para,,,
41122408,Tijeras para,,,
41122409,Herramientas para,,,
41122410,Película sellante para,,,
41122412,Sellantes de tubos,,,
41122413,Pinzas para,,,
41122501,Corchos para,,,
41122502,Tapones para,,,
41122503,Porta corchos para,,,
41122601,Portaobjetos para,,,
41122602,Portaobjetos de,,,
41122603,Papel de lentes para,,,
41122604,Hemocitómetros Aparato para contar el número de células en,,,
41122605,Aceite de inmersión,,,
41122702,"Cintas etiquetadoras Etiqueta (o rótulo), identificativo de algún producto o",,,
41122703,Cintas de seguridad Cintas de Seguridad de adhesivas impresas con bandas,,,
41122704,Cintas contra,,,
41122801,Estantes o soportes,,,
41122804,Estantes para tubos,,,
41122805,Estantes para secado,,,
41122807,Bandejas para,,,
41122808,Bandejas para,,,
41122809,Estantes para placas,,,
41123001,Deshidratadores de,,,
41123002,Deshidratadores de,,,
41123003,Desecantes Sustancia que se usa para eliminar humedad del aire o de,,,
41123004,Deshidratadores de,,,
41123101,Tubos de diálisis Tubo de diálisis es un tipo de tubo de membrana semi-,,,
41123102,Pinzas de diálisis Abrazadera del tubo conectado al bolso lleno de líquido de,,,
41123401,Tazas dosificadoras vasos o recipientes para la regulación de la cantidad o,,,
41123402,Cucharas,,,
41123403,Goteros,,,
42121503,Probador pirogénico,,,
42121504,Equipo estereotóxico,,,
42121508,Sets de botellas para,,,
42121512,Espéculos para uso,,,
42121515,Limas o cortaúñas,,,
42121608,Productos dentales,,,
42121701,Tablas quirúrgicas,,,
42131501,"Petos para pacientes Un babero es una prenda usada colgando del cuello, en el",,,
42131502,Gorras para,,,
42131503,Capas de examen,,,
42131504,Batas para pacientes Prenda holgada abierta por detrás usadas por los pacientes,,,
42131505,Camisas o chalecos,,,
42131506,Chaquetas para,,,
42131507,Pantuflas para,,,
42131508,Pijamas para,,,
42131509,Batas de hospital,,,
42131510,Pantalones para,,,
42131601,Delantales o petos,,,
42131602,Cobertores de barba,,,
42131603,Blusas o blusones,,,
42131604,Gorro de quirófano,,,
42131605,Overoles para,,,
42131607,Chaquetas o batas,,,
42131608,Vestidos para cirugía,,,
42131609,Cubierta de zapatos,,,
42131611,Gorros o capuchas,,,
42131612,Batas de aislamiento,,,
42131701,Cortinas de cirugía,,,
42131702,Batas de cirugía,,,
42131703,Packs quirúrgicos,,,
42131704,Toallas de cirugía Toallas quirúrgicas de celulosa superabsorbentes para el,,,
42131705,Pantalones,,,
42131706,Vestidos enteros de,,,
42132102,Sábanas elásticas,,,
42132103,Cortinas de barrera,,,
42132105,Sábanas para,,,
42132107,Cobijas para hospital,,,
42132202,Protector de caucho,,,
42132205,Guantes de cirugía,,,
42132603,Blusas o blusones,,,
42141501,Bolas o fibra de,,,
42141502,Palitos (copitos) con,,,
42141503,Toallitas de,,,
42141602,Patos (bacinillas),,,
42141603,Recipientes para,,,
42141604,Bacinillas de cama,,,
42141701,Sistemas de presión,,,
42141702,Marcos o elevadores,,,
42141703,Cunas para,,,
42141704,Recubrimientos para,,,
42141805,Estimuladores o kits,,,
42141808,Electrodos de,,,
42141809,Sets de estimulador,,,
42141901,Baldes para enema Cubos enema que se adjuntan con los equipos de tratamiento,,,
42141902,Bolsas para enema,,,
42141903,Kits o accesorios,,,
42141904,Tubos o tapas o,,,
42141905,Jabones para enema Un enema de jabón es un jabón suave cuando se añade a un,,,
42142002,Cuchillo de bajo,,,
42142003,Manijas para cuchillo,,,
42142004,Corta uñas de bajo,,,
42142005,Sujeta agujas de bajo,,,
42142006,Retractores de bajo,,,
42142007,Tijeras de bajo grado Son una herramienta de corte usada en amplios ámbitos de la,,,
42142110,Botellas para terapia,,,
42142111,Bolsas o almohadas,,,
42142113,Máscaras para senos,,,
42142119,Aparatos de,,,
42142204,Asientos para baños,,,
42142301,Etiquetas médicas,,,
42142402,Cánula de succión,,,
42142406,Sets o kits de succión,,,
42142501,Agujas para,,,
42142502,Agujas para anestesia,,,
42142503,"Agujas arteriales Agujas para punción de vasos arteriales y venosos, de una",,,
42142504,Agujas para biopsia,,,
42142506,Agujas romas Agujas despuntadas que pueden reducir la frecuencia de,,,
42142507,Agujas mariposa,,,
42142509,Bandejas o,,,
42142510,Agujas de filtro,,,
42142512,Agujas de fístula,,,
42142514,Bandejas o agujas,,,
42142515,Agujas de tubo al,,,
42142516,Agujas de,,,
42142517,"Tubos de extensión Un tubo hueco, sin ningún tipo de elemento óptico, que se",,,
42142519,Guías para agujas Las guías de agujas están diseñados para proporcionar un,,,
42142520,Alfileres,,,
42142521,Agujas para,,,
42142523,Agujas hipodérmicas,,,
42142524,Agujas o sets para,,,
42142525,Agujas de irrigación Consiste en una cánula de acero inoxidable 304 y una pistola,,,
42142526,"Protectores de agujas Son protectores para proteger las puntas de tus agujas. ,agujas de inyección y aspiración y",,,
42142527,Alambres para,,,
42142528,Agujas o sets para,,,
42142529,Bandejas para,,,
42142602,Peras de caucho,,,
42142603,Jeringas de cartucho,,,
42142605,Jeringas para oídos,,,
42142607,Micro jeringas para,,,
42142608,Jeringas sin agujas,,,
42142609,Jeringas con agujas,,,
42142611,Jeringas de,,,
42142612,Sets de jeringas de,,,
42142613,Pistolas de inyección Son dispositivos inyectores médicos neumáticas diseñadas,,,
42142615,Accesorios para,,,
42142616,Jeringas de,,,
42142617,Jeringas de fuente,,,
42142701,Catéteres urinarios,,,
42142702,Catéteres urinarios,,,
42142704,Bolsas o medidores,,,
42142707,Tubos de irrigación,,,
42142709,Accesorios o sets,,,
42142710,Tubos o accesorios,,,
42142711,Sets de auscultación,,,
42142712,Sets o accesorios de,,,
42142713,Cubiertas o sets,,,
42142714,Percoladores,,,
42142716,Dispositivo pesario Es un aparato utilizado en medicina que se coloca en la vagina,,,
42142901,Anteojos,,,
42142902,"Lentes para anteojos Son objetos transparentes (normalmente de vidrio), limitados",,,
42142903,Monturas para,,,
42142904,Hardware para,,,
42142905,Anteojos de sol Son unas gafas a menudo coloreadas u oscurecidas para,,,
42142906,Estuches para,,,
42142907,Pañitos para limpiar,,,
42142908,Kits para limpiar,,,
42142909,Retenedores de,,,
42142910,Estuches para lentes,,,
42142912,Medidores de radio,,,
42142913,Lentes de contacto,,,
42143102,Dispositivos o,,,
42143104,Kits o accesorios,,,
42143106,Kits o accesorios de,,,
42143504,Moldes auditivos o,,,
42143505,Kits de reparación de,,,
42143507,Paquetes de,,,
42143508,Capuchas de viento,,,
42143510,Pantallas protectoras,,,
42143511,Ganchos de cera de,,,
42143512,Mechas para oídos,,,
42143513,Instrumentos o,,,
42151503,Coronas o formas de,,,
42151504,Laca dental,,,
42151505,Suministros de,,,
42151507,"Sombras dentales Guía de colores para selección de colores odontológicos. ,suministros y equipos de odontologia",,,
42151602,Bandas para matriz,,,
42151605,Removedores de,,,
42151606,Talladores de,,,
42151610,"Alicates dentales Una herramienta, tal como unos alicates o pinzas, que se",,,
42151611,Cepillos operativos,,,
42151612,Retractores dentales,,,
42151613,"Pulidores dentales Usados para frotar, compactar osuavizar opara contornear un",,,
42151614,Fresas dentales Instrumento quirúrgico utilizado para realizar trepanaciones u,,,
42151615,Unidades crio,,,
42151616,Medidores de,,,
42151617,Taladros o brocas,,,
42151618,Elevadores dentales Este instrumento es usado para luxar el diente del hueso,,,
42151619,Excavadoras dentales,,,
42151620,Limas o curetas,,,
42151623,Fórceps dentales,,,
42151625,Instrumentos de,,,
42151629,Organizadores,,,
42151631,Sondas dentales,,,
42151632,Escariadores,,,
42151634,Picos de punta de,,,
