Código,Descripción,Clase,Familia,Segmento
13101715,Polisopreno natural,,,
13101716,Polisopreno sintético,,,
13101717,Poliéster uretano au,,,
13101718,Poliéster uretano eu,,,
13101719,Polibutadieno br Es un elastómero o caucho sintético que se obtiene mediante,,,
13101720,Poli éter bloque,,,
13101721,Estireno bloque,,,
13101722,Copoliester,,,
13101723,Termoplástico,,,
13101724,Poliolefínico,,,
13101902,Fenólico pf,,,
13101903,Poliéster no,,,
13101904,Urea uf,,,
13101905,Melamina mf,,,
13101906,Poliuretano,,,
13102003,Polímero acetal,,,
13102005,Acrilonitrilo estireno,,,
13102008,Fluoropolímeros ptfe,,,
13102009,Etileno vinil acetato,,,
13102010,Polímero cristal,,,
13102011,Nylons poliamida pa,,,
13102012,Polibutileno,,,
13102013,Policarbonato pc,,,
13102014,Polietereterquetona,,,
13102015,Polieterimida (PEI),,,
13102016,Polietersulfona pes,,,
13102017,Polietileno de baja,,,
13102018,Polietileno de alta,,,
13102019,Polietileno de media,,,
13102020,Polietileno,,,
13102021,Polimida pi,,,
13102022,Polipropileno pp,,,
13102023,Poliftalamida (PPA),,,
13102024,Óxido de,,,
13102025,Sulfuro de,,,
13102026,Poliestireno (icopor),,,
13102027,Poliestireno de alto,,,
13102028,Polisulfona psu,,,
13102030,Cloruro de polivinilo,,,
13102031,Éter de polifenilene,,,
13111001,Epoxi,,,
13111002,Resina fenólica,,,
13111003,Resina polester no,,,
13111005,Resina acrílica,,,
13111007,Resina,,,
13111008,Resina acetato vinilo,,,
13111009,Resina polímero,,,
13111010,Nylon,,,
13111011,Tetralftalato,,,
13111012,Resina de,,,
13111013,Resina,,,
13111014,Resina polieterimida,,,
13111015,Resina,,,
13111016,Polietileno,,,
13111017,Resina terftalato,,,
13111018,Resina polimida,,,
13111019,Resina polipropileno,,,
13111020,Resina poliftalamida,,,
13111021,Óxido de polietileno,,,
13111022,Resina sulfuro de,,,
13111023,Resina de,,,
13111024,Resina de polisulfona,,,
13111025,Resina de cloruro de,,,
13111027,Formaldehído de,,,
13111028,Alquido,,,
13111029,Formaldehído de,,,
13111030,Poliacetal,,,
13111031,Poliamida,,,
13111032,Grupo alilo,,,
13111033,Ácido acrílico de,,,
13111034,Compuesto cloruro,,,
13111035,Solución de vinilo,,,
13111036,Fenoxi Sustancias químicas relacionadas con el ácido indolacético,,,
13111037,Resina compuesta,,,
13111038,Pirolidina polivinilo,,,
13111040,Fijador de,,,
13111041,Mezclas de,,,
13111042,Alcohol polivinilo,,,
13111043,Butiral polivinilo,,,
13111044,Compuesto de,,,
13111045,Acetato de polivinilo,,,
13111046,Éter de polivinilo,,,
13111047,Polivinilo formal,,,
13111048,Acrílico de estireno,,,
13111049,Polímeros de,,,
13111050,Óxido de,,,
13111051,"Éter de polipropileno Presenta alta rigidez, resistencia al impacto, resistencia al",,,
13111052,Sulfona de,,,
13111053,"Polimetilacrilato Es un polímero de acrilato sintético hidrófobo. Es dura,",,,
13111054,Anhídrido maléico,,,
13111055,Poliestireno,,,
13111056,Cloruro de polivinilo,,,
13111057,Poliéster,,,
13111058,Resinas de indeno,,,
13111059,Resinas plásticas,,,
13111060,Resinas de petróleo,,,
13111061,Resinas de,,,
13111062,Resinas de polieter,,,
13111063,Resinas recicladas,,,
13111064,Resinas acrílicas,,,
13111065,Resinas celulosas,,,
13111066,Resinas de,,,
13111101,Rosina de madera,,,
13111102,Rosina de goma,,,
13111103,Rosina aceite de pino,,,
13111201,Películas de,,,
13111202,Películas de,,,
13111203,Películas de acetato Producto que se utiliza en la fotografía como material de base,,,
13111204,Películas de acrílico,,,
13111205,Películas coextruídas,,,
13111206,Películas de,,,
13111207,Películas metalizadas,,,
13111208,Películas de nylon,,,
13111209,Películas de,,,
13111210,Películas de poliéster,,,
13111211,Películas de,,,
13111212,Polipropileno,,,
13111213,Películas de,,,
13111214,Películas de,,,
13111215,Películas de cloruro,,,
13111216,Películas de cloruro,,,
13111217,Películas de alcohol,,,
13111218,Películas de cloruro,,,
13111219,Películas de alcohol,,,
13111301,Espumas de,,,
13111302,Espumas de poli éter,,,
13111303,Espumas de silicona,,,
13111305,Espumas de,,,
13111306,Espumas de cloruro,,,
13111307,Espumas de caucho,,,
13111308,Espumas de,,,
14101501,Pulpa de papel,,,
14111501,Papel cebolla,,,
14111502,Papel vitela,,,
14111503,Papel pergamino,,,
14111504,Papel en formas,,,
14111505,Papel mimeógrafo Es el papel que tiene como finalidad principal disponer de un,,,
14111508,Papel para fax,,,
14111509,Papel membreteado Elementos fabricados con papel.,,,
14111510,Papel para plotter Es el papel que tiene como finalidad principal ser utilizado,,,
14111511,Papel de escritura,,,
14111512,Papel para gráficos,,,
14111513,Papel de libro Pliego o papel en que está escrita alguna razón compuesta de,,,
14111514,Blocs o cuadernos,,,
14111516,Repuestos de papel,,,
14111518,Tarjetas de índice,,,
14111519,Papeles cartulina,,,
14111520,Papel secante,,,
14111523,Papel calcante,,,
14111524,Papel folio,,,
14111525,Papel multipropósito,,,
14111527,Papel autocopiante,,,
14111528,Papel magnético,,,
14111529,Rollos de télex Es el papel en rollo que tiene como finalidad principal,,,
14111530,Papel de notas,,,
14111531,Libro récord,,,
14111532,Papel kits de papeles,,,
14111535,Papeles para,,,
14111536,Tarjetas de préstamo,,,
14111537,Etiquetas de papel,,,
14111601,Papel o bolsas o,,,
14111604,Tarjetas de,,,
14111605,"Tarjetas postales, de",,,
14111606,Papel para artes o,,,
14111607,Tableros para afiches,,,
14111608,Certificados de regalo,,,
14111609,Papel de cubierta Es un tipo de de papel para cubrir un objeto parcial o,,,
14111610,Papel de,,,
14111611,Tarjetas de invitación,,,
14111613,Papel de pancartas Es un tipo de papel que se utiliza para imprimirle mensajes,,,
14111614,Papel o tejidos de,,,
14111615,Papeles de afiche,,,
14111616,Papeles para forrar,,,
14111701,Pañuelos faciales,,,
14111702,Cubiertos de,,,
14111703,"Toallas de papel Tipo de papel que se utiliza en labores de secado y limpieza,",,,
14111704,Papel higiénico,,,
14111705,Servilletas de papel,,,
14111706,Manteles de papel,,,
14111801,Boletas o rollos de,,,
14111802,Recibos o libros de,,,
14111803,Comprobantes,,,
14111804,Facturas o libros de,,,
14111805,Cheques o chequeras,,,
14111807,Libros comerciales,,,
14111810,Formatos o libros de,,,
14111811,Formatos o libros de,,,
14111812,Formatos o libros de,,,
14111813,Formatos o libros de,,,
14111814,Formatos o libros de,,,
14111815,Tarjetas de,,,
14111818,Papel térmico,,,
14121501,Cartón blanqueado,,,
14121502,Cartón no,,,
14121503,Cartón,,,
14121504,Papel de empaque Papel que utilizado principalmente para realizar el,,,
14121505,Material de fibra,,,
14121601,Papel crepé sin,,,
14121602,Papel crepé semi,,,
14121604,Pañuelos de papel,,,
14121605,Pañuelos de papel,,,
14121701,Papeles adheridos,,,
14121703,Hojas de papel,,,
14121801,Papeles recubiertos,,,
14121802,Papeles recubiertos,,,
14121803,Papeles recubiertos,,,
14121804,Papeles recubiertos,,,
14121805,Papeles recubiertos,,,
14121806,Papel de parafinado Es el papel que está hecho a prueba de humedad a través de,,,
14121807,Papel mantequilla,,,
14121808,Papel para,,,
14121809,Papel de enmascarar,,,
14121810,Papel carbón,,,
14121811,Papeles de copiado,,,
14121812,Papel de fotografía,,,
14121901,Papel periódico,,,
14121902,Papel periódico de,,,
14121903,Papel periódico de,,,
14121904,Papel offset,,,
14121905,Papeles tímpano,,,
14122101,Papel kraft súper,,,
14122103,Papel no recubierto,,,
14122104,Papel crepé no,,,
14122105,Papel crepé tratado,,,
14122106,Papel no recubierto,,,
15101502,Kerosene,,,
15101503,Nafta,,,
15101504,Combustible de,,,
15101505,Combustible diesel,,,
15101506,Gasolina,,,
15101507,Benceno,,,
15101508,Petróleo crudo,,,
15101509,Combustible,,,
15101510,Condensado,,,
15101601,Carbón sub –,,,
15101602,Lignito,,,
15101603,Turba,,,
15101604,Coque,,,
15101605,Carbón de leña o,,,
15101606,Combustibles de,,,
15101607,Hexaminas,,,
15101608,Trioxanos,,,
15101701,Fuel oil de,,,
15101702,Fuel oils pesados,,,
15111501,Propano,,,
15111502,Metano,,,
15111503,Propileno,,,
15111504,Etileno,,,
15111505,Butano,,,
15111506,"Acetileno Es un gas, altamente inflamable, un poco más ligero que",,,
15111507,Gas de agua o gas,,,
15111508,Gas de carbón,,,
15111509,Gas metilacetileno,,,
15111510,Gas licuado de,,,
15111701,Espesantes de,,,
15121501,Aceite motor,,,
15121502,Aceite de corte,,,
15121503,Aceite de engranajes,,,
15121504,Aceite hidráulico,,,
15121508,Aceite de transmisión,,,
15121509,Aceite de frenos,,,
15121510,Anti – excoriación,,,
15121511,Pastas de ensamble,,,
15121512,Anti adhesivos Líquidos diseñados para reducir la adhesión entres,,,
15121513,Lubricantes de,,,
15121514,Lubricantes espray,,,
15121516,Eliminador de fugas,,,
15121517,Jabones lubricantes Se utilizan como espesantes de grasas lubricantes. Jabones lubricantes Preparados lubricantes,,,
15121518,Fluidos de,,,
15121519,Aceites de,,,
15121520,Lubricantes de,,,
15121522,Aceites para,,,
15121523,Fluidos para,,,
15121524,Aceites de templado Líquido utilizado para realizar el templado de ciertos,,,
15121525,Aceite atemperante Líquido utilizado para realizar el enfriamiento de ciertos,,,
15121527,Aceite de turbina,,,
15121801,Repelente de,,,
15121802,Lubricante anti –,,,
15121803,Removedor de óxido,,,
15121804,Preparación contra,,,
15121805,Pastas anti – soldado Sustancia que se utiliza para proteger superficies o cosas para,,,
15121806,Aceites penetrantes,,,
15121901,Grasa de silicona,,,
15121902,Grasa,,,
15121903,Grasa fluoropolímero,,,
15121904,Grasa de lana,,,
20111603,Martillos,,,
20111604,Taladro sobre orugas Broca de perforación de los martillos de mano utilizados en,,,
20111606,Vibradores,,,
20111607,Maquinaria para,,,
20111608,Martillos de poder,,,
20111609,Taladro de platina,,,
20111611,Taladros giratorios,,,
20111612,Taladros de,,,
20111613,Taladros de barreno,,,
20111614,Brocas industriales Utilizada para la perforación de pozos petrolíferos y sondeos. Brocas para perforadoras industriales,,,
20111615,Perforadora de,,,
20111616,Torre de perforación,,,
20111617,Carros de,,,
20111618,Caña de pecar de,,,
20111619,Cono de perforación,,,
20111702,Tapones o anclajes,,,
20111703,Recubrimientos de,,,
20111704,Pantallas de,,,
20111705,Puntos de pozo,,,
20111706,Cuñas de perforación,,,
20111708,Columnas de,,,
21101501,Arados,,,
21101502,Pulverizadores,,,
21101503,Cultivadoras,,,
21101504,Desmalezadoras Son herramientas con extremo en forma de pala; es de metal,,,
21101505,Máquinas,,,
21101507,Rodillos agrícolas,,,
21101508,Rodillos para prados,,,
21101509,Máquina para,,,
21101510,Cañerías o tuberías,,,
21101511,"Chorros de riego Dispositivos utilizados para el sistema de riego gota a gota. Chorros de riego,Caño de riego,Surtidero de",,,
21101512,Gastos generales de,,,
21101513,"Discos Dispositivo utilizado para la preparación de suelos. Discos,caja para cultivo,cubeta de cultivo",,,
21101514,Arados de subsuelo,,,
21101516,Sembradoras Herramienta pequeña de hierro utilizada para poner o meter,,,
21101601,Plantadoras,,,
21101602,Transplantadoras,,,
21101603,Sembradoras de,,,
21101604,Sembradoras de,,,
21101606,Excavadoras de,,,
21101607,Remolque de,,,
21101701,Cortadoras de pasto Es una máquina agrícola que se usa exclusivamente para,,,
21101702,Máquina segadora,,,
21101703,Cosechadoras Se denomina cosechadora a una máquina dedicada a realizar,,,
21101704,Cosechadoras,,,
21101705,Trilladoras,,,
21101706,Separadores de,,,
21101708,Piezas de segadora o,,,
21101801,Rociadores,,,
21101802,Guarda polvos,,,
21101803,Aspersores de agua,,,
21101805,Generadores de,,,
21101806,Compostadores,,,
21101807,Equipo y suministros,,,
21101901,Ordeñadoras Aparato que permite realizar el ordeño mecánico de los,,,
21101902,Equipo para cría de,,,
21101904,Mezcladoras de,,,
21101907,Máquinas para,,,
21102005,Molino para,,,
21102006,Molinos de martillo,,,
21102101,Máquinas agrícolas,,,
21102201,Descortezadoras,,,
21102202,Equipo de,,,
21102203,Equipo de,,,
21102204,Sierras para,,,
21102205,Deslizadores,,,
21102206,Barrenos para,,,
21102207,Hipsómetro para,,,
21102301,Equipo de riego para,,,
21102302,Materas para,,,
21102304,Equipo aislante para,,,
21102401,Equipo para,,,
21102402,Equipo para gusanos,,,
21102403,Equipo para la cría,,,
21102404,Equipo para la cría,,,
21111501,Anzuelos para pesca,,,
21111502,Carretes para pesca,,,
21111503,Aparejos para pesca,,,
21111504,Redes para pesca,,,
21111506,Flotadores para,,,
21111507,Plomos o pesos,,,
21111508,Transportadores de,,,
21111601,Equipo para,,,
21111602,Suministros para,,,
22101501,Cargadores frontales,,,
22101502,Niveladoras,,,
22101504,Piloteadoras,,,
22101505,Aplanadoras,,,
22101507,Bateadoras,,,
22101508,Máquinas para abrir,,,
22101509,Retroexcavadoras,,,
22101511,Compactadores,,,
22101513,Dragalíneas Son grúas giratoria compuesta por dos palas unidas entre si,,,
22101514,Dragas,,,
22101516,Excavadoras de fosos,,,
22101518,Raspadores,,,
22101521,Rastrilladora,,,
22101522,Buldóceres de orugas Es un vehículo especial autopropulsado que se utiliza para,,,
22101523,"Buldóceres de ruedas Máquina autopropulsada sobre ruedas o cadenas,",,,
22101524,Excavadoras móviles Son maquinas usadas en la construcción para el movimiento,,,
22101525,Excavadoras de,,,
22101526,Excavadoras de,,,
22101527,Transportes,,,
22101528,Cargadores de,,,
22101529,Cargadores sobre,,,
22101530,Raspadores abiertos,,,
22101531,Cañones para quitar,,,
22101532,Cargadores de,,,
22101533,Arrancadoras de,,,
22101534,Excavadoras de,,,
22101602,Equipo de,,,
22101603,Ensanchadores de,,,
22101604,Placas vibradoras Máquina portatil para la compactacion de terreno,,,
22101605,Acabadoras de,,,
22101606,Esparcidoras de,,,
22101607,Pavimentadoras,,,
22101608,"Aplanadoras en frío Máquina utilizada luego de aplicar el asfalto con la acabadora,",,,
22101610,Distribuidoras de,,,
22101611,Distribuidoras de,,,
22101612,Escarificadoras de,,,
22101615,Trituradoras de,,,
22101616,Máquinas para hacer,,,
22101617,Máquinas de relleno,,,
22101619,Máquinas pulidoras Máquina diseñada para desarrollar trabajos de preparación,,,
22101701,Palas excavadoras,,,
22101703,Cuchillas o dientes u,,,
22101704,Escarificadores Es una herramienta agrícola que tiene dientes análogos a los,,,
22101705,Orugas: eslabones o,,,
22101706,Cucharas de pala Accesorios para pala mecánica que sirve para transportar,,,
22101707,"Cables de retención Cables diseñados para asegurar los pasadores de bolas componentes de equipo pesado,cables de",,,
22101708,Extractores Herramienta que se usa para romper suelo duro y hielo en la,,,
22101709,Cucharones bivalvos Es un accesorios que se coloca en las grúas de excavaciones,,,
22101710,Remolques,,,
22101717,Vertederas de,,,
22101718,Sistemas de control,,,
22101720,Zapatas perfiladoras,,,
22101801,Manlift o elevador de,,,
22101802,Elevador de,,,
22101803,Elevador de boom,,,
22101804,Elevador de boom,,,
22101901,Mezcladoras o,,,
22101903,Mezcladoras de,,,
22101904,Máquinas de curado,,,
22101905,Distribuidoras de,,,
22101906,Equipo de,,,
22101907,Puntales de zanja,,,
22102001,Kits de equipo de,,,
23101501,Caladoras,,,
23101502,Taladros,,,
23101503,Brochadoras,,,
23101504,Máquinas dobladoras Son maquinas que se emplean para moldear un material por,,,
23101505,Maquinas abre,,,
23101506,Esmeriladoras,,,
23101507,Troqueladoras Máquina que se usa para dar forma a una materia en un,,,
23101508,Cortadoras Máquina que se usa para dividir una cosa o separar sus,,,
23101509,Lijadoras Máquina que se usa para alisar o dar tersura y lustre a una,,,
23101510,Pulidoras Máquina que se usa para alisar o dar tersura y lustre a una,,,
23101511,Máquinas para,,,
23101512,Sierras mecánicas,,,
23101513,Fresadoras,,,
23101514,Cepilladoras,,,
23101515,Máquinas para,,,
23101517,Máquinas de,,,
23101519,Robots,,,
23101520,Máquinas Ram de,,,
23101522,Rompevirutas Herramienta que regula y mejora el corte de la viruta y,,,
23121501,Maquinaria para,,,
23121502,Maquinaria para,,,
23121503,Devanadoras o,,,
23121504,Máquinas de Torción Piezas principal de las maquinas de cocer donde se almacena,,,
23121505,Máquina para pegar,,,
23121506,Tejedoras Maquinas para hacer tipos de puntos de costura.,,,
23121507,Urdidoras,,,
23121508,Máquinas de,,,
23121509,Husos,,,
23121510,Máquinas para hacer,,,
23121601,Máquinas para,,,
23121602,Máquinas para coser,,,
23121603,Máquinas de hacer,,,
23121604,Máquinas cortadoras,,,
23121605,Máquinas para,,,
23121607,Máquinas,,,
23121608,Máquinas para,,,
23121610,"Máquinas para teñir Equipo utilizado para dar a algo color distinto del que tenía. Máquinas de tinte,máquina de",,,
23121611,Máquinas cortadoras,,,
23121612,Agujas para máquina,,,
23121613,Máquinas para,,,
23121614,Máquinas de coser,,,
23121615,Mesas para cortar,,,
23131501,Compuestos,,,
23131502,Ruedas de fieltro Rueda de fieltro para pulir. Ruedas de fieltro,,,
23131503,Ruedas de,,,
23131504,Compuestos para,,,
23131505,"Cabezas de pulir Puntas para dremel para pulir, Cabezas de pulir,cabeza para dar brillo",,,
23131506,Ruedas para pulir Herramientas circular utilizadas para dar terminación liza o,,,
23131507,Tela para lijar Es un tipo de tela que tiene adherido a su superficie algún,,,
23131508,Tambores para lijar Herramienta para dremel para pulir. Tambores para lijar,,,
23131509,Cilindros o,,,
23131510,Suministros o,,,
23131511,Pivotes de agua Herramienta de lubricación. Cabezales de inyección,,,
23131512,Bandejas de agua Un tipo de embalaje donde se retiene el agua. Bandejas de agua,,,
23131513,Bloques para lijar,,,
23131514,Piedras montadas Herramientas utilizadas por los dremel para pulimento de,,,
23131515,Rectificadora de,,,
23131602,Máquinas para hacer,,,
23131603,Pulidoras para hacer,,,
23131604,Sierras para hacer,,,
23131701,Accesorios para,,,
23131702,Cinturones para,,,
23131703,Discos para hacer,,,
23131704,Máquinas para hacer,,,
23151501,Máquinas de moldeo,,,
23151502,Máquinas,,,
23151503,Extrusoras,,,
23151504,Máquinas de moldeo,,,
23151506,Prensas de caucho o,,,
23151507,Máquinas termo,,,
23151508,Máquinas para,,,
23151509,Vulcanizadoras,,,
23151510,Maquinaria para,,,
23151511,Maquinaria para,,,
23151512,Molinos de caucho o,,,
23151513,Moldes de extrusión,,,
23151514,Moldes de inyección,,,
23151515,Moldes de,,,
23151516,Pasadores del,,,
23151601,Sopladores o,,,
